time_s,phase,command_abs_vx_mps,mean_linear_speed_mps,p95_linear_speed_mps,mean_angular_speed_rps,p95_angular_speed_rps,mean_tilt_deg,p95_tilt_deg,mean_height_m,mean_abs_lateral_m,p95_abs_lateral_m,mean_abs_heading_deg,p95_abs_heading_deg,settled_fraction,fall_fraction
0.34,move,0.1,0.2507380545139313,0.2891078293323517,0.7685766220092773,1.0677459239959717,3.543668270111084,6.042424201965332,0.15903359651565552,0.01053321547806263,0.01862456277012825,1.2404470443725586,3.0961930751800537,0.0,0.0
0.36,move,0.1,0.2894086241722107,0.34075623750686646,0.8578709363937378,1.3378804922103882,3.7639663219451904,6.580633163452148,0.15961205959320068,0.00647480646148324,0.014488862827420235,0.9856436848640442,2.481161594390869,0.0,0.0
0.38,move,0.1,0.32345008850097656,0.38030847907066345,1.0621258020401,2.297226905822754,4.343377113342285,7.019922733306885,0.1596422791481018,0.004725060425698757,0.009888486005365849,0.8844554424285889,2.123643636703491,0.0,0.0
0.4,move,0.1,0.34165751934051514,0.4271957576274872,1.3771579265594482,2.7823386192321777,5.399369239807129,7.621426582336426,0.15925684571266174,0.006900375708937645,0.014688332565128803,0.939096212387085,1.950012445449829,0.0,0.0
0.42,move,0.1,0.35344600677490234,0.47836437821388245,1.5021002292633057,2.4485626220703125,6.678642272949219,8.615774154663086,0.15857046842575073,0.012015873566269875,0.02037191577255726,1.0728741884231567,1.8863502740859985,0.0,0.0
0.44,move,0.1,0.3192371726036072,0.47877535223960876,1.4850094318389893,2.1747241020202637,7.823212623596191,9.448189735412598,0.1580573171377182,0.017581481486558914,0.02650258131325245,1.1026021242141724,1.9298313856124878,0.0,0.0
0.46,move,0.1,0.26502689719200134,0.4692177176475525,1.0772178173065186,1.804750680923462,8.60511589050293,9.818802833557129,0.15820342302322388,0.0219968780875206,0.031465791165828705,1.0602734088897705,1.896048903465271,0.0,0.0
0.48,move,0.1,0.20544512569904327,0.3129163384437561,0.6564160585403442,0.9853135347366333,8.965326309204102,9.948077201843262,0.15939822793006897,0.024698559194803238,0.03483651205897331,1.0704476833343506,1.86542809009552,0.0,0.0
0.5,move,0.1,0.18601757287979126,0.27927348017692566,0.5165307521820068,0.873338520526886,9.037171363830566,9.804343223571777,0.16090309619903564,0.02579740807414055,0.03651709854602814,1.0484354496002197,1.786917805671692,0.0,0.0
0.52,move,0.1,0.20771417021751404,0.27562859654426575,0.5808054208755493,1.2572325468063354,8.810762405395508,9.858013153076172,0.16265186667442322,0.025671418756246567,0.036678142845630646,0.911440372467041,1.6326297521591187,0.0,0.0
0.54,move,0.1,0.19556434452533722,0.23295827209949493,0.517922043800354,1.2666176557540894,8.429893493652344,9.858692169189453,0.1648273915052414,0.024803107604384422,0.03580043464899063,0.7721734642982483,1.6065391302108765,0.0,0.0
0.56,move,0.1,0.18240921199321747,0.2254744917154312,0.6120193004608154,1.4492589235305786,8.097278594970703,9.83791732788086,0.1662180870771408,0.0234193317592144,0.03487982600927353,0.7450118064880371,1.9135329723358154,0.0,0.0
0.58,move,0.1,0.18541407585144043,0.27754658460617065,0.7404428720474243,1.5936026573181152,7.863729953765869,9.997733116149902,0.16671928763389587,0.021820010617375374,0.03323753550648689,0.8054856061935425,2.2189455032348633,0.0,0.0
0.6,move,0.1,0.20142845809459686,0.3383151888847351,0.8725588917732239,1.7079136371612549,7.737308979034424,10.289813041687012,0.16629043221473694,0.020031819120049477,0.03164905682206154,0.9164175391197205,2.6802804470062256,0.0,0.0
0.62,move,0.1,0.2291155904531479,0.4072074890136719,1.0315425395965576,1.8653451204299927,7.656554698944092,10.655582427978516,0.16526086628437042,0.018012885004281998,0.02982083149254322,1.067021369934082,3.608687400817871,0.0,0.0
0.64,move,0.1,0.2678011655807495,0.4642026722431183,1.1650230884552002,1.9618537425994873,7.6346611976623535,10.788406372070312,0.16358554363250732,0.015984000638127327,0.02675454504787922,1.2606799602508545,4.587376117706299,0.0,0.0
0.66,move,0.1,0.2996315062046051,0.4926001727581024,1.2645238637924194,1.840088129043579,7.597428321838379,10.655586242675781,0.16124296188354492,0.013980130665004253,0.022837108001112938,1.5036144256591797,5.398412227630615,0.0,0.0
0.68,move,0.1,0.32670050859451294,0.542348325252533,1.4344474077224731,2.0235323905944824,7.544599533081055,10.375595092773438,0.15823966264724731,0.012690379284322262,0.02119656465947628,1.802515983581543,6.204679489135742,0.0,0.0
0.7,move,0.1,0.3118939697742462,0.5366112589836121,1.3859695196151733,2.024766206741333,7.44384765625,9.898045539855957,0.15527430176734924,0.012219903990626335,0.023834753781557083,2.0015339851379395,6.869253158569336,0.0,0.0
0.72,move,0.1,0.23457881808280945,0.38294583559036255,1.158016324043274,1.7439067363739014,7.193531513214111,9.226970672607422,0.15411946177482605,0.011761553585529327,0.026352982968091965,2.0457193851470947,6.906124114990234,0.0,0.0
0.74,move,0.1,0.18047833442687988,0.2962018847465515,1.015758752822876,1.2284976243972778,6.880423545837402,8.253125190734863,0.15461796522140503,0.012461167760193348,0.028554756194353104,2.030001640319824,6.40927791595459,0.0,0.0
0.76,move,0.1,0.16483664512634277,0.21248996257781982,0.9102330207824707,1.2018160820007324,6.689730644226074,7.866707801818848,0.1554143875837326,0.01359618827700615,0.02908990904688835,1.836749792098999,5.440115451812744,0.0,0.0
0.78,move,0.1,0.1739727109670639,0.20386147499084473,0.7599740028381348,1.1947318315505981,6.633855819702148,8.16038990020752,0.15647907555103302,0.014251796528697014,0.02957717701792717,1.5578410625457764,4.214592456817627,0.0,0.0
0.8,move,0.1,0.1662571132183075,0.20264609158039093,0.568875789642334,1.1402368545532227,6.68060302734375,8.439640045166016,0.15806014835834503,0.01402113027870655,0.029659250751137733,1.2687373161315918,3.033942699432373,0.0,0.0
0.82,move,0.1,0.15303510427474976,0.20517832040786743,0.5224969387054443,1.0312453508377075,6.78400993347168,8.46034049987793,0.1594141721725464,0.013015272095799446,0.028599007055163383,0.9831247925758362,2.1475868225097656,0.0,0.0
0.84,move,0.1,0.18050901591777802,0.2291429191827774,0.44941002130508423,1.1805589199066162,6.812281131744385,8.323796272277832,0.16056668758392334,0.011898412369191647,0.027514496818184853,0.7510014772415161,1.5052481889724731,0.0,0.0
0.86,move,0.1,0.2073676884174347,0.2737700641155243,0.561376690864563,1.373627781867981,6.722354888916016,8.336041450500488,0.1615208387374878,0.011851131916046143,0.02620108053088188,0.5623288154602051,1.152283787727356,0.0,0.0
0.88,move,0.1,0.23932939767837524,0.30516141653060913,0.7953656315803528,1.6853667497634888,6.535043716430664,8.378902435302734,0.16201888024806976,0.012470083311200142,0.024058129638433456,0.40770184993743896,1.2638150453567505,0.0,0.0
0.9,move,0.1,0.2550884485244751,0.3386242091655731,1.0509123802185059,1.7152491807937622,6.215118885040283,8.19381332397461,0.1621912270784378,0.013446608558297157,0.02151484228670597,0.3471295237541199,1.538357138633728,0.0,0.0
